16;Sidney_Mohr;1
16;Dejah.Bailey;0
16;Trey_Koelpin49;0
16;Prudence29;1
17;Dock42;0
17;Cathrine.Reichel71;1
17;Wilson96;1
17;Retha.Hirthe;1
18;Mylene.Langworth98;0
18;Sven36;0
18;Lillian.Gislason;0
18;Isabell41;0
18;Harry46;0
18;Emelia.Waters;0
18;Holly_McClure83;0
18;Dion.Swift;0
18;Dameon_McKenzie;1
18;Isaiah90;0
18;Georgianna_Kuhlman;0
19;Randal46;0
19;Cierra22;0
19;Hellen_Flatley0;0
20;Anabel_Pollich;0
20;Germaine_Fritsch;1
20;Osbaldo90;0
20;Alva_Bernhard;1
20;Ansley51;1
20;Otha.Jacobs67;1
20;Verner61;1
20;Allie_Mueller;1
20;Melyna45;1
20;Alessandro.Kozey76;0
20;Delpha.Torp;0
20;Jeffery.Schmidt30;0
20;Bethel12;1
20;Larissa86;1
20;Shanna.Zboncak;0
20;Terrill_Mills20;0
20;Maud73;0
20;Sienna_Wilkinson93;1
20;Joy_Russel;0
20;Jerad76;1
21;Rosemary.Cummings;0
21;Camden.Cassin;1
21;Deonte54;1
21;Jaquan.Robel66;0
21;Emie.Bernier;1
21;Edmund_Tremblay;0
21;Jerald.Lockman;1
21;Jesse.Stark;1
21;Susan_Hirthe59;0
21;Rita.Bradtke;0
21;Eunice.Williamson;1
21;Turner.Cummerata51;1
21;Remington37;0
21;Candelario.Brakus54;0
21;Arjun18;1
21;Camryn.Thompson;1
21;Sallie.Kohler;1
21;Carolyn.Jakubowski;0
21;Eulalia97;0
21;Osbaldo69;0
22;Viviane_Kessler77;1
22;Monique.Carroll11;1
22;Margarita.Lang27;0
22;Lloyd.Rowe;0
22;Bernardo_Klocko50;0
22;Maya.Rempel81;0
22;Trinity_Abshire;1
22;Larue_Funk31;1
22;Freddy_Ziemann;1
22;Akeem.Lowe90;1
22;Halie_VonRueden16;1
22;Tyrique_Kovacek;1
22;Icie.Tremblay;0
22;Marques70;0
22;Camylle.Yost;0
22;Creola_Anderson6;1
22;Concepcion25;0
22;Janae_Bednar89;1
22;Drew.Hayes79;1
22;Elias77;1
22;Layne_Prohaska65;1
22;Marcelina_Stanton;1
22;Antone.Homenick96;0
22;Conrad_Schamberger;1
23;Niko51;0
23;Vaughn_Weimann;1
23;Angus.Wolff24;0
23;Kelly71;1
23;Vicky_Lind;0
23;Dewayne_Feil75;1
23;Lizzie_Kozey;0
23;Ramiro.Osinski;0
23;General.Wilkinson;0
23;Vita.Aufderhar51;0
24;Kamren53;1
24;Devonte_Wisozk26;1
24;Mossie.Lowe64;1
24;Krystina.Veum;0
24;Ellen_Reinger;0
24;Eulah75;0
24;Emilia_Smitham84;1
24;Amira.Gorczany;1
24;Jake_Willms;1
24;Elyssa72;1
24;Etha48;1
24;Amaya_Treutel88;1
24;Golden.Terry73;1
24;Antonietta60;1
24;Isaias36;0
24;Hunter50;1
24;Maurice_Lueilwitz47;1
24;Emerald.Crooks71;0
24;Hilario.Leannon69;1
24;Joshua71;1
24;Reymundo_Nikolaus10;0
24;Ceasar.Bartoletti28;1
24;Emiliano_Hansen;0
24;Piper28;1
25;Khalil.Miller;1
25;Corine_Hilll71;0
25;Germaine.Borer65;0
25;Anastacio0;1
25;Marielle_Jacobi69;1
25;Donnie_Flatley52;1
25;Zaria.Quigley29;0
25;Andres_Hirthe25;1
25;Zechariah_Hyatt;1
25;Oswald.Homenick;0
25;Marianne_Morissette;1
25;Cyril95;0
25;Freida_OConner;1
25;Isom.Moore39;0
25;Earlene_Nicolas36;1
25;Winifred_Terry;1
25;Veda90;1
25;Pink_Donnelly53;0
25;Zita_Cassin;0
25;Quinten_Maggio68;0
25;Kennedi13;0
25;Rafaela.Hayes84;1
25;Karine_Grady;0
25;Della.Bednar;0
25;Alan.Gerlach;0
25;Moshe_Block;1
25;Bailee_Crooks;0
25;Anya.Feeney58;1
26;Ila_Bogan;1
26;Tessie18;1
26;Melissa.Hirthe;0
26;Arturo_Hickle5;1
26;Clair13;1
26;Amber.Harber5;1
26;Jaime.Quigley;0
27;Enola22;0
27;Ofelia_Rodriguez;0
27;Imogene14;0
27;Noemi.Romaguera76;0
27;Marguerite_Monahan;0
27;Reyes84;0
27;Krystel65;0
27;Stephan_Ratke44;0
27;Bryce.Jacobi;1
27;Gunnar_Hessel29;0
27;Toni60;0
27;Cleta19;1
27;Stella41;1
27;Lewis_Wilkinson;1
27;Eric.Spinka66;0
27;Joanne.Leannon23;1
27;Dallas.Dickinson;0
27;Sandy_Gerhold12;1
28;Oral_Brown34;1
28;Haleigh_Beer86;1
28;Virginia.Turner;0
28;Rory6;1
28;Deangelo68;1
28;Elna82;0
28;Ashly.Mosciski17;0
28;Osbaldo90;0
28;Axel_Lowe;1
28;Tommie67;1
28;Adolf_Conn1;1
28;Bradly29;1
28;Keven4;0
28;Elza20;0
28;Frederic.Connelly;0
28;Emil.Rippin11;0
28;Augusta78;1
28;Adah_Cronin;0
28;Alejandra59;0
28;Janae_Will;0
29;Kayleigh.McClure;0
29;Sonny.Stiedemann;0
29;Melvin.Runolfsdottir10;0
29;Charles.Balistreri73;0
29;Jovanny.Mitchell51;0
29;Corrine_Welch;0
29;Xzavier_Heathcote26;1
29;Aliyah64;0
30;Reina_Tremblay;0
30;Randall.Gorczany67;1
30;Ronaldo_Donnelly;1
30;Baby_Altenwerth;1
30;Jamaal_Corwin80;0
30;Stewart.Terry;0
30;Daisy.Gleason;1
30;Eloy.Veum0;0
30;Helene_Volkman67;1
30;Aglae59;0
30;Eudora69;0
30;Casey48;1
30;Kaci_Watsica;0
30;Dovie_Marks;0
30;Dakota.Goyette;1
30;Maynard_OKeefe;0
30;Christop.Reilly;1
30;Mercedes39;0
30;Marilou16;0
30;Kassandra80;1
30;Ines.Parker;0
30;Makenna_Gutmann28;1
30;Buddy_Larson37;0
30;Jarrod.Goyette;0
30;Desmond32;0
30;Kenya.Considine;0
30;Alice.Reichel;0
30;Tianna.Rath;1
30;Davin_Stiedemann21;0
31;Verona.Purdy;0
31;Tiana.Jacobson13;0
31;Harrison.Beahan40;1
31;Aileen.Bartoletti56;1
31;Reagan_Davis;1
31;Michele_Swaniawski;1
31;Delphia.Stehr;0
32;Dayna0;0
32;Amparo_Morissette;1
32;Pearl_Jenkins;1
32;Raegan_Schoen;0
32;Chanel.Jacobi;1
32;Dorothy.Ullrich;0
32;Nikolas_Doyle;0
32;Lorenz.Konopelski37;1
32;Ubaldo_Torphy;1
32;Carmella.Jaskolski;0
32;Jaden_Greenfelder43;0
32;Nadia.Miller55;1
32;Norberto.Lakin;0
32;Marlen.OConnell21;0
32;Shaun.Thiel;0
32;Ethan_Marks;0
32;Laisha.Morissette;1
32;Macey_Gutmann0;0
32;Leilani42;1
33;Loy29;0
33;Rowan.Willms;0
33;Ned88;1
33;Rocky.Heller;1
33;Laurel_Pouros;0
33;Bella.Windler;0
33;Kane_Cassin;1
33;Jerrold.Kirlin61;1
33;Brittany.Stroman7;0
33;Donato.Weissnat;0
33;Dianna.Hammes77;0
33;Zola.Russel89;0
33;Kris50;0
33;Jayne_Pouros24;1
33;Darrion_DuBuque;1
33;Desiree.Herzog53;0
33;Jorge_Dibbert;1
33;Alexander.Kilback80;1
33;Titus53;0
33;Dana.Schiller70;1
33;Marlin.Hilpert;0
33;Helga_Waters;1
33;Jazlyn_Spencer24;0
33;Yvonne57;1
34;Laurence.Leuschke;0
34;Sherwood83;1
34;Abe.Boyer;0
34;Grace_Marvin;1
34;Matilde.Bergstrom;1
34;Nelle56;1
34;Celestino67;1
34;Modesta92;1
34;Heloise70;0
34;Kaleb.Bauch63;0
34;Brendon_Crona65;1
34;Naomi.Kutch43;0
34;Tillman.Bashirian45;0
34;Aditya.Littel;1
34;Ettie.Prosacco;0
34;Skylar47;0
34;Astrid.Schiller;1
34;Filomena_Schmeler;0
34;Ignacio54;1
34;Mozell.Wisoky63;1
34;Ava.Predovic;1
34;Brody.Hamill;0
34;Sarai79;0
34;Joseph.Boehm83;1
34;Kristy.Considine;0
34;Lempi.Jakubowski69;0
34;Toby44;0
34;Brandon77;1
34;Kip55;0
34;Ara.Mohr;0
34;Vicenta.Gorczany21;0
34;Matt.Feest;0
34;Hazel_Jacobson3;0
34;Bernita_Reichel;0
34;Mae16;0
35;Kailee_Klocko9;0
35;Luis_Graham11;0
35;Boris95;0
35;Jazmyn72;1
35;Raquel_Littel66;1
35;Ellie.Ortiz;1
35;Vilma_Dibbert;0
35;Stephania.Simonis92;0
35;Elmo87;0
35;Annabel.Dare;0
35;Hildegard_Stark86;0
35;Crystal.Johnson;0
35;Danyka.Ruecker3;1
35;Ed76;0
35;Pearline31;0
35;Domenica_Swift;1
35;Jeanne63;1
35;Wade.Little;1
35;Keanu15;1
36;Elva13;1
36;Manuela.Reichel51;1
36;Felton.Corwin11;1
36;Damaris2;1
36;Omer.Powlowski;1
36;Keely_Farrell72;0
36;Otis_Ratke86;0
36;Nicholaus.Swaniawski42;1
36;Vergie.Schroeder56;0
36;Paxton54;1
36;Jonathon_Ryan25;0
36;Osborne20;1
36;Jamir.Keeling44;1
36;Nathanael77;0
36;Jerad76;1
36;Lottie.Prohaska65;0
37;Eleanore.Lebsack27;0
37;Barrett5;0
37;Filiberto_Conn;1
37;Makenna_Gutmann28;1
37;Jody16;1
37;Jayden.Cummerata88;0
37;Elisa.Wehner;1
37;Gina_Heidenreich30;1
38;Will.Lehner78;1
38;Fernando_Marquardt19;1
38;Alana.Nicolas51;1
38;Shad.Carroll;1
38;Rickey.Von30;0
38;Denis96;1
38;Brice_Waters;0
38;Toni.Muller;0
38;Olin32;0
38;Ernesto67;0
38;Keshaun66;0
38;Kameron38;0
38;Megane_Hyatt21;1
38;Alessandro.Ritchie;1
38;Brianne24;1
38;Vernice_Koepp99;0
38;Lazaro.McDermott;0
38;Lucie.Bernier;1
38;Roberta61;1
38;Angeline.Strosin25;0
38;Eryn57;1
38;Ivory_Mueller49;1
38;Helena.Pollich;1
38;Tremaine54;0
38;Carol2;1
38;Amira_Romaguera4;1
38;Skylar_Rath95;1
39;Dasia.Hickle59;0
39;Rosalyn43;0
39;Autumn_Jast83;0
39;Griffin40;0
39;Dorothy.Dach;0
39;Nicklaus_Farrell95;1
39;Nichole.Howe50;1
39;Jennifer.Mills99;1
39;Jaime.Quigley;1
39;Thaddeus.Aufderhar;0
39;Meredith33;0
39;Thurman12;0
39;Emilia_Walsh79;1
39;Mia_Reichel0;1
39;Lorenza.Abbott;1
39;Merle.Grant7;1
39;Manley_Bosco;0
40;Beth.Balistreri52;0
40;Giovanny.Donnelly18;1
40;Rahsaan91;1
40;Eulah75;1
40;Jairo_Vandervort66;1
40;Tressa.Skiles74;0
40;Shawn_Ward89;0
40;Wilber98;0
40;Ewell.Kub4;1
40;Laurine_Walker96;1
40;Jeromy_Larson;1
40;Lenna.Cormier;1
40;Haylee_Lemke83;1
40;Ernestina_Walter91;0
40;Haylee_Bahringer96;1
40;Erling_Durgan67;1
40;Trystan_Sauer48;0
40;Guido61;1
40;Makayla52;0
40;Sim_Wilkinson35;0
40;Melisa_Simonis;1
40;Rashawn69;1
40;Rhianna_Leffler;0
40;Norval.DuBuque85;1
40;Ernesto.Lehner98;1
40;Albert_Kuhn;1
41;Zora.Doyle45;0
41;Garret_Schmidt49;1
41;Chesley_Hoeger86;0
41;Frances.Wintheiser;1
41;Junior_Grady2;1
41;Hilda53;1
41;Misael_Ernser89;1
41;Velva79;1
41;Neha_Kunde;1
41;Magnus_Johnson83;0
41;Mackenzie.Ruecker;1
41;Andres22;1
41;Raymundo52;1
41;Nora_Aufderhar;0
41;Houston39;0
41;Danny75;0
41;Name.Nikolaus99;1
41;Kurt.Bruen12;0
41;Alta74;0
41;Rubye.DuBuque;1
41;Dejuan1;1
42;Lambert95;1
42;Peyton.Walter38;1
42;Rosemarie.Dickinson;1
42;Kraig_Wuckert;0
43;Eriberto_Crist14;0
43;Charley.Keeling56;0
43;Golda_Schultz22;0
43;Hillard_Blick;1
43;Durward_Swift;0
43;Joseph99;1
43;Devon1;0
43;Nakia.Torp54;1
43;Nico.OReilly;0
43;Clarissa.Schiller;1
43;Bobby_Shields65;1
43;Marco74;0
43;Roy.Mueller27;0
43;Shirley.Braun;1
43;Terence5;0
43;Ruby69;1
43;Chet13;1
43;Gage_Ledner8;0
43;Henri_Bosco14;0
43;Jodie_Rutherford17;0
43;Alysha.Kub40;1
43;Sibyl70;1
43;Kallie.DuBuque;0
43;Randal99;1
43;Toy78;1
43;Michael10;0
43;Odie.Jacobi;0
44;Theron_Langworth;1
44;Jeff45;0
44;Emmett98;0
44;Ross69;1
44;Bobby.Swaniawski;0
44;Cleta_Wilkinson;1
44;Monte.Heller34;0
44;Nelle.Abbott99;0
44;Dee_Little;0
44;Jeramie39;1
44;Koby75;1
44;Seth17;0
44;Alyce_Spinka;0
45;Leonel40;0
45;Avis_Bins16;0
45;Keanu19;0
45;Tony_Rowe;1
45;Hans43;1
45;Margaret_Hudson78;1
45;Camron.Mills9;1
45;Colton.Murray94;1
45;Sylvester.Ortiz14;1
45;Geovanny_Dooley66;1
45;Garrett90;1
45;Delphine.Walker37;0
45;Name_Hermann;1
45;Reece_Gerlach;1
45;Kelsie14;0
45;Kaelyn_Zboncak;0
46;Amely72;0
46;Max_Hermiston;1
46;Abagail.Borer;1
46;Wade_Stoltenberg70;0
46;Walter_Gorczany15;1
46;Gustave.Yundt26;0
46;Hortense_Kessler40;1
46;Lyla.Champlin1;0
46;Julia.Batz;0
46;Alyce_Spinka;1
46;Zachery_Pagac;1
46;Rebecca.Douglas;1
46;Alison_Wolf;0
46;Garett_Gleichner2;1
46;Magdalena_Bruen90;0
46;Royce.Graham;1
46;Cyrus1;0
46;Georgianna12;1
47;Reginald.Beahan34;1
47;Thora_Goldner;0
47;Dawn.Goodwin2;0
47;Dayana_Abernathy;0
47;Theodore_Kertzmann74;1
47;Dayton.Hoppe;1
47;Karlee23;1
47;Devonte48;0
47;Sincere_OHara;1
47;Lauretta.Batz;0
47;Fabiola.Skiles80;1
47;Glen65;1
47;Samantha.Reilly53;1
47;Danny.Rohan;0
47;Alex15;0
47;Lessie22;0
47;Minnie_Franecki;0
47;Haylie25;0
47;Trenton_Ferry29;0
47;Ransom_Hackett15;0
47;Paul.Wiegand;1
47;Hazle_Gorczany52;1
47;Damaris_Schinner;1
48;Pinkie71;0
48;Rhoda_Cummings49;1
48;Bettie_Hartmann36;0
48;Travis.Dare89;1
48;Jordyn35;0
48;Rowan38;0
48;Raymundo_Krajcik;0
48;Jadyn_Predovic;0
49;Marilyne_Howell5;0
49;Marvin2;0
49;Jessica.Beier96;1
49;Sunny36;1
49;Andres.Herzog48;0
49;Ebony27;1
49;Wilbert95;1
49;Karson.Schimmel;1
49;Angela17;0
49;Deborah30;0
49;Juana_Haag;1
49;Asha_Wilderman41;0
49;Megane_Hyatt21;0
49;Rod_Fahey;0
49;Joanie19;0
49;Chet_Williamson;0
49;Lyric_Reinger;1
49;Vinnie56;0
49;Mariane_Witting;1
49;Marco74;1
49;Tamara3;0
49;Celia_Zemlak;0
49;Gerhard_Hayes79;0
49;Kendrick_Sawayn;1
49;Janiya15;1
49;Sandy_Rosenbaum29;0
49;Araceli95;1
49;Jermey79;1
49;Shirley_Dibbert25;1
49;Amina.OKon27;1
49;Joany_Gutmann3;1
50;Carson.McKenzie;0
50;Arlene13;0
50;Remington37;1
50;Rex.Lang7;0
50;Michael.Armstrong6;1
50;Brad.Price;1
50;Janie34;0
50;Amara.King30;1
50;Nettie65;0
50;Rowland59;0
50;Triston.Stamm;1
50;Devonte_Lemke;0
50;Mckenna_Mohr;0
50;Asia27;0
50;Lonzo.Yundt79;1
50;Richard.Fisher73;0
50;Josianne62;1
50;Marlin.Hilpert;1
50;Nedra.Swaniawski;1
50;Kurtis_Cronin;1
50;Bennie32;0
51;Madonna.Haley83;0
51;Maude50;1
51;Alexys_Boyer17;1
51;Micheal_Koepp53;1
51;Aliyah.Osinski21;1
51;Tabitha_Roob78;1
51;Karson82;0
51;Sydni.Schamberger71;0
51;Ulises5;1
51;Fiona_Tremblay75;1
51;Tyrique.Dicki;0
51;Giuseppe.Klocko89;0
51;Elliot_Lind68;1
51;Jada59;1
51;Mandy_Rodriguez93;1
51;Camila.Luettgen23;0
51;Raymundo69;0
51;Jacklyn.Bauch;0
51;Aliyah67;0
51;Jan_Turcotte27;1
52;Robin94;1
52;Tressie80;0
52;Cedrick_Daugherty;1
52;Violette.Bailey;1
52;Estella.Turcotte61;0
52;Mellie74;1
52;Sam74;1
52;Orval.Bergnaum56;0
52;Lola_Howell52;1
52;Shad87;0
52;Jermaine.Tillman71;1
53;Eldon.Crist1;1
53;Savanna_Roob;1
53;Hortense_Boehm1;1
53;Betty42;1
53;Jettie.Zemlak;0
53;Carissa.Kunze;0
53;Edgar36;1
53;Milan43;0
53;Carolina.Thiel;1
53;Kennith34;1
53;Adelia_Gulgowski;1
53;Wilfred71;0
53;Jermain.Wilderman44;1
54;Trever.Gleason;1
54;Nina_Cremin;1
54;Diamond.Sauer7;0
54;Jeromy_Larson;1
54;Sister_Gerhold;1
54;Theodora.Russel;0
54;Heloise.Howell;0
54;Rhianna99;1
54;Paul57;0
54;Lionel_Vandervort62;1
54;Madge_McKenzie;0
54;Pattie_Nicolas6;0
54;Celestino_Windler;0
54;Damon77;1
54;Norwood54;0
54;Janis_Stehr54;0
54;Oral.Denesik;0
54;Jeremy.Pollich22;1
54;Brendan.Beahan;0
54;Olaf.Monahan;0
54;Adell_Bailey;1
55;Lurline68;0
55;Mortimer_Bogan;0
55;Garrett_Bednar;0
55;Montana_Gerhold33;1
55;Zora.Doyle45;1
55;Jerome_Kunde;1
55;Evangeline77;1
55;Izabella48;1
55;Jaren52;1
55;Felicity_Lemke71;1
55;Destin.Moore85;0
55;Cameron17;0
55;Edison.Schumm7;1
55;John60;1
55;Reanna_Fay68;1
55;Marcelo_Rice37;0
55;Abdiel_Maggio;0
55;Cordell_Wilkinson92;0
55;Marcellus_Ratke;1
55;Sydney73;1
55;Maverick_Tremblay;0
55;Dariana73;1
55;Blaze.Howe37;1
55;Lynn.Conroy;0
55;Amari.Schinner;0
55;Nico.Grimes;1
56;Duncan_Kassulke68;0
56;Nicola_Rosenbaum;1
56;Yasmine39;1
56;Madilyn44;1
56;Cornell.Armstrong;0
56;Cicero_Wisoky46;0
56;Reilly66;1
56;Jimmie_Lubowitz13;0
57;Keegan31;0
57;Austen35;1
57;Tavares_Dickinson73;1
57;Asa8;1
57;Colt88;0
57;Declan.Buckridge;0
57;Edgardo_Bergstrom;0
57;Cora33;1
58;Annetta_Thompson46;0
58;Kaleigh_Hermiston;1
58;Barrett.McKenzie69;1
58;Hiram.Pouros;0
58;Vincent.Vandervort;0
58;Ivy_DuBuque15;0
58;Mazie_Kuhic;1
58;Garth_Wisoky6;1
58;Jaida84;1
58;Berenice.Price96;1
58;Nola_Tillman;1
58;Estefania72;0
58;Celestino_Wintheiser33;1
58;Rachael_Weissnat95;0
58;Destiney23;1
58;Willis_Klocko;0
58;Marcellus.Armstrong;0
58;Rickie20;0
59;Laron.Jenkins0;0
59;Gunner89;1
59;Stone96;0
59;Keira_Heathcote;1
59;Emmanuel.Schroeder59;1
59;Elenora43;0
59;Aylin_Jakubowski;1
59;Hanna.Gulgowski64;1
59;Athena66;0
59;Hilario_Bailey;0
59;Novella.Thompson93;0
59;Lauriane98;0
59;Fredy84;1
59;Corrine.Wilderman39;1
59;Nakia.Koss16;0
59;Noemy_Senger;1
59;Douglas99;1
60;Marlee_Okuneva63;0
60;Agustin.Barton84;0
60;Lauryn.Kuhn;1
60;Olin32;0
60;Esmeralda.Feeney59;1
60;Bertrand4;0
60;Alvena_Nitzsche60;1
60;Wilfrid.VonRueden86;1
60;Nadia_Satterfield63;0
60;Carli61;0
60;Travis.Blick;0
60;Ocie.Heathcote;0
60;Josianne.Stiedemann99;0
60;Troy_McClure13;1
60;Ana.Larkin66;0
60;Helen.Frami23;1
60;Muhammad_Kuphal;0
60;Warren.Reinger62;1
60;Macie_Doyle;0
60;Wendell.Rutherford;1
60;Morris_Zieme;1
60;Claude.Ziemann62;0
61;Mavis40;1
61;Reuben_Nienow;0
61;Tatyana3;1
62;Alysa40;1
62;Anissa_Rice;1
62;Hyman_Wolf99;0
62;Cullen.Mayert97;1
62;Carlos_Bartell;1
62;Rosalinda11;1
62;Stephanie_Keebler;1
62;Jaiden.Turcotte45;0
62;Boris_Legros;0
62;Aliya.Hauck;1
62;Lempi_Ondricka26;1
62;Garrison29;0
62;Perry98;0
62;Hiram.Langosh;1
62;Lizzie_Vandervort;0
62;Jeffrey_Murray76;1
62;Elda_Lehner70;1
62;Akeem_Doyle66;0
62;Angel44;0
62;Garry.Weissnat;0
62;Neoma_Medhurst30;0
62;Gussie_Nader;0
